year,date_start,date_end,question,tag,question_number,category,sub_sample,response,percent,unweighted n,number_respondents,m_o_e,poll,Comments
2022,9/24/2022,9/27/2022,Do you think the United Nations is doing a good job or a poor job in trying to solve the problems it has had to face?,UN approval,25,ideology,liberal,poor job,39,421,1500,3.2,Economist/YouGov,
2022,9/24/2022,9/27/2022,Do you think the United Nations is doing a good job or a poor job in trying to solve the problems it has had to face?,UN approval,25,ideology,liberal,not sure,34,421,1500,3.2,Economist/YouGov,
2022,9/24/2022,9/27/2022,Do you think the United Nations is doing a good job or a poor job in trying to solve the problems it has had to face?,UN approval,25,ideology,moderate,good job,21,468,1500,3.2,Economist/YouGov,
2022,9/24/2022,9/27/2022,Do you think the United Nations is doing a good job or a poor job in trying to solve the problems it has had to face?,UN approval,25,ideology,moderate,poor job,49,468,1500,3.2,Economist/YouGov,
2022,9/24/2022,9/27/2022,Do you think the United Nations is doing a good job or a poor job in trying to solve the problems it has had to face?,UN approval,25,ideology,moderate,not sure,29,468,1500,3.2,Economist/YouGov,
2022,9/24/2022,9/27/2022,Do you think the United Nations is doing a good job or a poor job in trying to solve the problems it has had to face?,UN approval,25,ideology,conservative,good job,13,472,1500,3.2,Economist/YouGov,
2022,9/24/2022,9/27/2022,Do you think the United Nations is doing a good job or a poor job in trying to solve the problems it has had to face?,UN approval,25,ideology,conservative,poor job,72,472,1500,3.2,Economist/YouGov,
2022,9/24/2022,9/27/2022,Do you think the United Nations is doing a good job or a poor job in trying to solve the problems it has had to face?,UN approval,25,ideology,conservative,not sure,15,472,1500,3.2,Economist/YouGov,
2022,9/24/2022,9/27/2022,Do you think the United Nations is doing a good job or a poor job in trying to solve the problems it has had to face?,UN approval,25,urban-rural,urban,good job,25,511,1500,3.2,Economist/YouGov,
2022,9/24/2022,9/27/2022,Do you think the United Nations is doing a good job or a poor job in trying to solve the problems it has had to face?,UN approval,25,urban-rural,urban,poor job,43,511,1500,3.2,Economist/YouGov,
2022,9/24/2022,9/27/2022,Do you think the United Nations is doing a good job or a poor job in trying to solve the problems it has had to face?,UN approval,25,urban-rural,urban,not sure,31,511,1500,3.2,Economist/YouGov,
2022,9/24/2022,9/27/2022,Do you think the United Nations is doing a good job or a poor job in trying to solve the problems it has had to face?,UN approval,25,urban-rural,suburb,good job,18,519,1500,3.2,Economist/YouGov,
2022,9/24/2022,9/27/2022,Do you think the United Nations is doing a good job or a poor job in trying to solve the problems it has had to face?,UN approval,25,urban-rural,suburb,poor job,52,519,1500,3.2,Economist/YouGov,
2022,9/24/2022,9/27/2022,Do you think the United Nations is doing a good job or a poor job in trying to solve the problems it has had to face?,UN approval,25,urban-rural,suburb,not sure,30,519,1500,3.2,Economist/YouGov,
2022,9/24/2022,9/27/2022,Do you think the United Nations is doing a good job or a poor job in trying to solve the problems it has had to face?,UN approval,25,urban-rural,rural,good job,14,462,1500,3.2,Economist/YouGov,
2022,9/24/2022,9/27/2022,Do you think the United Nations is doing a good job or a poor job in trying to solve the problems it has had to face?,UN approval,25,urban-rural,rural,poor job,58,462,1500,3.2,Economist/YouGov,
2022,9/24/2022,9/27/2022,Do you think the United Nations is doing a good job or a poor job in trying to solve the problems it has had to face?,UN approval,25,urban-rural,rural,not sure,28,462,1500,3.2,Economist/YouGov,
2022,9/24/2022,9/27/2022,Do you think the United Nations is doing a good job or a poor job in trying to solve the problems it has had to face?,UN approval,25,likely-voter,likely voter,good job,19,1052,1500,3.2,Economist/YouGov,
2022,9/24/2022,9/27/2022,Do you think the United Nations is doing a good job or a poor job in trying to solve the problems it has had to face?,UN approval,25,likely-voter,likely voter,poor job,58,1052,1500,3.2,Economist/YouGov,
2022,9/24/2022,9/27/2022,Do you think the United Nations is doing a good job or a poor job in trying to solve the problems it has had to face?,UN approval,25,likely-voter,likely voter,not sure,24,1052,1500,3.2,Economist/YouGov,
